Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Location,Speed_limit,Light_Conditions,Weather_Conditions,Urban_or_Rural_Area
36,3,1,1,2,400,30,1,1,1
4,3,2,2,2,71,30,1,1,1
54,3,2,1,2,633,30,1,1,1
20,3,1,1,2,300,30,1,2,1
4,3,1,1,2,80,30,1,1,1
40,3,2,2,2,424,70,1,1,2
45,3,2,1,2,38,30,1,1,1
50,2,1,1,2,580,30,1,1,1
50,3,2,1,3,596,30,4,1,2
47,2,2,1,3,558,40,1,1,2
50,3,4,2,3,583,40,1,1,1
43,3,3,4,3,485,50,1,1,2
42,3,1,1,3,463,30,1,9,2
4,3,2,4,3,73,70,1,1,2
1,3,2,1,3,32,40,1,1,1
37,2,1,1,3,413,30,1,1,2
3,3,2,1,3,62,60,1,1,2
45,3,1,1,3,511,30,1,8,1
1,3,1,1,3,8,30,1,1,1
20,2,2,1,3,303,30,1,1,1
31,3,2,2,3,345,40,1,1,2
16,2,2,2,3,231,50,1,1,2
42,3,2,1,3,461,30,1,1,1
4,3,2,1,4,84,40,4,1,2
22,3,2,1,4,276,30,1,1,1
1,3,2,1,4,5,30,1,1,1
50,3,1,1,4,586,30,1,1,1
42,3,1,1,4,455,30,1,1,1
1,3,2,1,4,13,30,1,1,1
95,3,3,2,4,923,40,1,1,1
22,3,2,3,4,286,60,1,1,2
32,3,2,1,4,354,40,1,1,2
30,3,3,1,4,325,50,1,1,2
46,3,2,2,4,541,30,1,1,1
1,3,2,1,4,27,30,1,1,1
20,3,4,2,4,305,70,1,1,1
31,3,2,1,4,341,30,1,1,2
42,3,2,1,4,461,60,1,1,2
16,3,2,1,4,233,70,4,1,2
33,2,3,1,5,366,30,4,1,2
11,3,2,1,5,161,70,1,2,2
62,3,4,1,5,745,50,1,1,2
21,3,2,3,5,257,30,1,1,1
32,3,1,1,5,351,60,1,1,2
92,2,3,2,5,911,50,1,1,2
6,2,2,3,5,101,30,1,1,1
1,3,1,1,5,20,30,1,1,1
47,3,2,3,5,555,60,1,1,2
61,3,2,2,5,733,30,1,1,1
97,3,1,1,5,926,30,4,1,1
4,3,2,2,5,85,20,1,1,1
45,2,1,1,5,517,40,4,1,2
1,2,1,2,6,19,30,4,1,1
13,3,2,2,6,202,30,1,1,1
36,3,1,1,6,406,30,1,1,2
32,3,1,1,6,351,30,1,1,2
1,3,2,1,6,12,30,1,1,1
13,3,2,1,6,202,30,1,1,1
6,3,2,1,6,107,70,1,1,2
44,3,2,1,6,490,60,1,1,2
17,3,1,1,6,245,30,1,1,1
3,3,2,1,6,61,30,1,1,1
97,3,2,1,6,926,30,1,1,1
1,3,1,1,6,8,30,1,1,1
1,3,2,1,6,31,30,1,1,1
1,3,1,2,6,4,20,4,2,1
1,3,1,1,6,29,30,4,2,1
41,3,2,1,7,438,60,6,8,2
37,3,2,1,7,416,30,1,1,1
35,3,5,1,7,395,60,1,1,2
52,3,2,1,7,607,30,1,1,2
14,3,2,1,7,215,30,1,1,1
13,3,2,1,7,206,30,1,1,1
33,3,2,1,7,362,30,1,1,1
61,3,1,1,7,732,60,1,1,2
34,2,2,1,7,385,60,1,1,2
3,2,2,3,7,60,60,1,1,2
23,2,1,4,7,293,30,6,1,2
1,3,2,1,1,8,30,4,1,1
62,3,2,1,1,740,50,1,1,2
45,3,3,3,1,516,40,1,1,2
22,3,1,1,1,285,30,1,1,1
31,3,2,2,1,340,30,1,1,1
1,3,2,1,1,2,30,1,1,1
46,3,3,2,1,532,30,1,1,1
42,3,2,1,1,457,30,1,1,1
1,3,2,1,1,26,30,7,1,1
1,3,2,1,2,27,30,7,1,1
44,3,1,1,2,502,60,1,1,2
4,3,3,1,2,83,70,1,4,2
1,3,2,1,2,1,30,1,1,1
14,3,2,1,2,211,40,1,1,1
31,3,2,1,2,346,30,1,1,1
1,3,1,1,2,23,30,1,2,1
5,2,2,1,2,91,30,1,8,1
14,3,3,1,2,213,70,1,1,2
95,3,1,1,2,923,40,1,1,1
45,3,3,2,2,510,70,1,1,1
1,3,2,2,2,28,30,1,1,1
50,3,1,2,3,585,60,6,1,2
36,3,2,1,3,406,70,1,1,2
30,3,2,1,3,323,30,1,1,1
16,3,2,1,3,231,60,1,1,2
30,2,4,1,3,324,30,1,1,1
37,3,1,1,3,410,60,1,9,2
1,3,2,1,3,16,30,1,1,1
37,3,1,1,3,412,30,1,1,1
45,3,2,1,3,511,30,1,1,2
46,3,1,1,3,530,30,4,8,1
6,3,1,1,3,102,30,1,1,1
14,3,2,1,3,211,40,1,1,1
42,3,1,1,3,451,60,6,2,2
62,3,1,1,4,746,30,1,1,1
1,3,1,1,4,9,30,1,1,1
31,3,2,1,4,343,30,1,1,1
43,3,2,1,4,476,60,1,1,2
12,3,2,1,4,185,70,1,8,2
5,2,1,1,4,91,30,1,1,1
95,3,2,1,4,923,30,1,1,1
1,3,2,2,4,7,30,1,1,1
1,3,1,1,4,17,30,1,1,1
1,3,2,1,4,15,30,1,1,1
34,3,1,1,4,380,30,1,1,2
1,3,3,1,4,27,30,1,1,1
53,3,2,1,4,624,30,4,1,1
4,3,1,1,5,84,40,4,2,2
22,3,1,1,5,286,60,1,1,2
13,3,5,1,5,204,40,1,1,1
50,3,2,1,5,596,30,1,1,1
13,3,2,1,5,204,30,1,1,1
46,3,2,1,5,544,30,1,1,1
47,2,2,3,5,555,30,1,1,1
1,3,1,1,5,4,20,1,1,1
31,3,3,2,5,346,30,1,2,1
1,3,2,1,5,4,20,1,1,1
7,3,2,1,5,128,70,1,1,2
41,3,1,1,5,436,30,1,1,1
13,3,2,2,5,204,40,4,2,1
41,2,1,3,6,431,30,6,2,1
7,3,1,1,6,130,30,1,2,2
21,2,2,1,6,255,30,1,1,1
4,3,2,1,6,77,30,1,1,1
1,3,1,1,6,4,30,1,1,1
4,3,2,1,6,82,50,1,1,2
1,3,1,1,6,10,30,1,1,1
5,3,3,2,6,91,40,1,1,1
1,3,1,1,6,13,30,1,1,1
13,3,2,1,6,206,30,1,1,1
97,3,2,1,6,932,30,1,1,1
16,3,1,1,6,233,30,1,1,1
11,3,1,1,6,169,60,1,1,2
7,3,2,1,6,130,50,1,1,2
1,3,2,1,6,25,30,4,1,1
20,3,3,1,6,300,30,4,8,1
17,3,2,2,7,243,30,4,1,1
16,2,2,1,7,231,30,1,1,2
43,3,3,2,7,479,40,1,1,2
52,3,2,1,7,605,30,1,1,2
41,3,2,1,7,433,30,1,1,1
22,3,2,1,7,277,30,1,2,1
97,2,4,2,7,935,30,1,1,2
41,3,3,1,7,433,30,1,1,1
50,2,2,1,7,586,60,1,1,2
20,3,2,1,7,302,30,1,1,1
13,3,2,1,7,203,30,4,1,1
5,3,6,3,1,91,30,4,1,1
13,3,1,1,1,203,30,1,1,1
1,3,1,1,1,32,30,1,1,1
41,3,2,1,1,433,40,1,1,1
33,3,2,1,1,364,30,1,1,1
1,3,1,1,1,1,30,1,9,1
43,3,1,1,1,475,30,1,1,2
20,3,1,1,1,300,30,1,4,1
22,1,1,2,1,276,60,6,2,2
33,1,1,2,1,364,30,4,1,1
37,2,1,1,2,412,30,4,1,1
1,3,2,1,2,30,40,1,1,1
22,2,1,1,2,277,70,1,1,2
43,1,2,1,2,484,60,1,1,2
22,3,2,2,2,284,60,1,1,2
12,3,2,4,2,187,70,1,1,2
22,3,2,1,2,284,30,1,1,1
7,3,2,2,2,129,30,1,1,1
52,3,2,1,3,610,30,1,9,1
1,3,1,1,3,21,30,1,1,1
35,3,5,2,3,393,70,1,1,2
97,3,3,1,3,935,30,1,1,1
63,3,2,1,3,752,30,1,1,2
6,3,3,1,3,109,30,1,1,1
43,3,2,1,3,475,40,1,1,1
60,3,2,3,3,723,60,1,1,2
47,3,4,1,3,564,30,1,1,1
6,2,2,2,3,100,30,1,1,1
52,2,2,1,3,601,20,1,1,1
46,3,2,2,3,541,30,1,1,2
1,3,2,1,3,20,30,1,1,1
13,3,2,1,3,204,40,4,1,1
44,3,2,1,4,493,30,1,1,1
10,3,1,1,4,146,30,1,1,1
21,3,2,2,4,254,30,1,1,2
52,3,2,2,4,601,20,1,1,1
46,3,1,1,4,531,30,1,1,2
50,3,2,2,4,596,40,1,1,1
63,3,2,1,4,752,30,1,1,2
54,3,3,1,4,633,30,1,1,2
30,3,2,2,4,328,30,1,1,1
1,3,2,1,4,5,40,1,1,1
32,3,2,1,4,352,30,1,1,1
20,2,2,1,4,300,30,4,1,1
1,3,3,1,5,6,30,1,1,1
4,3,2,1,5,84,30,1,1,1
50,3,2,1,5,581,30,1,1,1
46,3,3,1,5,539,60,1,1,2
46,3,2,1,5,542,30,1,1,1
1,3,1,1,5,15,30,1,1,1
40,2,2,1,5,424,30,1,1,2
22,3,2,1,5,284,30,1,1,1
7,3,1,1,5,128,30,1,1,1
1,3,2,1,5,7,30,1,1,1
43,3,2,1,5,483,30,1,1,2
93,2,2,1,5,918,30,1,1,1
47,3,2,1,5,559,60,1,1,1
46,3,1,1,5,541,60,1,1,2
43,3,2,1,5,479,70,4,1,1
43,3,1,1,6,476,30,1,1,1
1,2,2,1,6,12,30,1,1,1
1,1,2,1,6,1,30,1,1,1
45,3,2,2,6,513,40,1,1,1
63,3,4,1,6,753,50,1,1,2
60,3,2,1,6,722,30,1,1,2
42,3,2,1,6,454,40,1,1,1
41,3,2,1,6,33,70,1,1,2
42,3,2,1,6,455,50,1,1,2
1,3,2,1,6,13,30,1,1,1
40,3,1,1,6,424,30,4,1,2
1,3,1,1,7,32,30,7,1,1
13,2,1,1,7,206,30,6,1,2
1,3,2,1,7,9,30,1,1,1
46,3,2,1,7,540,70,1,1,2
16,2,2,3,7,228,30,1,1,1
45,2,1,1,7,514,50,1,1,2
34,3,3,1,7,383,30,1,1,1
1,3,1,1,7,1,30,1,1,1
97,3,2,1,7,926,30,1,1,2
1,3,2,1,7,1,30,1,9,1
47,2,4,1,7,565,30,1,1,1
31,3,2,1,7,342,30,1,2,2
6,3,2,1,7,102,30,4,1,1
41,3,1,2,7,434,30,4,1,1
14,3,1,1,1,215,30,4,1,1
4,3,2,1,1,79,20,1,2,1
33,3,1,1,1,364,30,1,1,1
1,3,2,1,1,16,30,1,1,1
12,3,1,1,1,182,60,1,1,2
10,3,2,2,1,150,30,1,1,1
96,3,3,3,1,939,60,1,1,2
46,3,2,2,1,536,70,1,1,2
45,2,2,2,1,516,40,1,1,2
47,2,3,2,1,562,60,1,1,2
44,2,1,1,1,496,60,1,1,2
1,2,2,1,1,1,30,7,9,1
45,3,1,1,1,513,30,4,1,1
20,3,1,1,2,305,30,1,1,1
42,3,2,2,2,450,30,1,1,1
52,2,3,2,2,608,60,1,1,2
43,3,2,2,2,474,60,1,1,2
20,3,1,1,2,300,30,1,1,1
52,3,1,1,2,612,20,1,1,1
43,3,2,1,2,482,20,1,1,2
12,3,1,1,2,180,30,1,1,2
40,3,1,1,2,421,30,1,1,1
5,2,3,1,2,95,30,1,1,1
44,3,1,1,2,494,70,1,1,2
40,3,2,2,2,421,70,1,1,1
46,3,2,1,2,536,40,1,2,2
43,1,1,1,2,477,70,4,2,2
95,2,2,1,2,923,30,1,1,1
93,2,1,1,3,912,60,1,1,2
41,3,2,2,3,434,60,1,2,2
45,3,1,1,3,517,40,1,2,2
44,2,1,4,3,502,60,1,1,2
20,3,2,1,3,302,30,1,2,1
42,3,2,1,3,457,40,1,2,1
31,3,3,2,3,345,70,1,2,2
31,3,2,1,3,347,40,1,2,2
44,3,4,1,3,496,50,1,1,1
97,3,3,3,3,937,60,1,1,2
97,2,2,2,3,935,60,1,1,2
40,3,2,1,3,424,30,1,1,1
20,2,1,1,3,305,30,4,2,1
20,3,2,1,3,300,30,4,1,1
1,1,2,1,4,15,30,1,9,1
97,2,1,1,4,913,60,1,1,2
46,3,2,2,4,544,30,1,1,1
3,3,2,1,4,65,60,1,1,2
30,3,3,1,4,320,30,1,2,1
50,2,2,1,4,581,30,1,1,1
14,3,1,1,4,210,30,1,1,1
7,2,1,1,4,124,30,1,1,1
1,3,2,1,4,14,50,4,1,1
32,3,2,1,5,356,60,1,1,2
6,2,2,1,5,114,30,1,1,1
1,3,2,1,5,4,30,1,1,1
1,3,2,1,5,12,30,1,1,1
52,3,2,1,5,607,30,1,1,1
12,3,2,1,5,186,30,1,1,1
1,3,2,1,5,8,30,1,1,1
22,3,2,2,5,286,60,1,1,2
97,2,2,2,5,938,60,1,1,2
34,3,2,1,5,386,60,1,1,2
41,3,2,1,5,433,70,1,1,2
4,3,2,1,5,83,30,1,1,1
40,3,2,1,5,424,30,1,1,2
45,2,1,1,5,511,30,1,1,1
7,3,2,2,5,129,30,6,1,2
95,2,1,1,6,923,30,4,1,1
1,3,2,1,6,15,20,1,1,1
1,3,2,1,6,10,30,1,1,1
47,3,1,1,6,555,30,1,1,2
47,3,2,1,6,558,30,1,1,1
10,3,1,1,6,146,30,1,1,1
41,3,2,2,6,437,30,1,1,1
20,3,1,1,6,309,40,1,1,1
7,3,2,2,6,129,30,1,1,1
22,3,2,1,6,276,30,1,1,2
4,3,2,1,6,71,30,1,1,1
97,2,3,3,6,938,60,1,1,2
43,3,1,1,6,484,60,6,1,2
21,3,2,1,7,257,30,4,1,1
32,2,2,1,7,352,30,1,1,1
33,3,2,1,7,364,40,1,1,1
63,3,2,3,7,750,30,1,1,1
1,3,1,1,7,15,30,1,1,1
33,3,2,1,7,364,30,1,1,1
1,3,1,1,7,20,30,1,1,1
97,3,2,1,7,920,40,1,1,2
16,2,2,1,7,231,30,1,1,1
41,3,2,1,7,433,70,1,1,2
44,2,1,2,7,492,30,4,1,1
34,1,1,2,7,381,50,6,1,1
47,3,2,1,1,556,30,4,1,1
43,3,2,1,1,481,40,1,1,2
1,3,3,2,1,5,40,1,1,1
63,2,3,1,1,750,30,1,1,2
22,3,3,1,1,278,30,1,1,1
42,2,3,2,1,450,30,1,1,1
47,3,1,2,1,565,20,1,1,1
7,3,1,2,1,128,70,1,1,2
41,3,2,1,2,433,30,1,1,1
7,3,2,1,2,128,50,1,1,1
98,3,2,3,2,917,30,1,1,2
1,3,2,1,2,4,30,1,9,1
7,3,2,2,2,124,20,1,1,1
5,3,2,1,2,95,30,1,1,1
50,3,1,2,2,586,60,1,1,2
45,3,1,1,2,40,40,1,1,1
1,3,1,1,2,23,30,1,9,1
1,3,2,1,2,2,20,1,1,1
47,3,2,1,2,551,30,4,1,1
1,3,2,2,2,17,30,4,1,1
46,3,2,1,3,544,50,1,1,1
44,3,2,1,3,499,30,1,1,1
52,3,1,1,3,605,30,1,1,1
14,3,2,1,3,211,70,1,1,2
16,3,2,1,3,228,30,1,1,1
1,3,2,2,3,9,30,1,1,1
45,2,2,1,3,511,30,1,1,2
50,2,2,2,3,596,30,1,1,2
21,2,2,1,3,258,70,1,1,1
21,3,2,1,3,250,30,1,1,1
1,3,1,1,3,28,30,1,1,1
22,3,2,2,3,286,60,1,1,2
96,2,1,1,4,924,30,4,1,2
1,2,2,1,4,7,30,1,1,1
62,3,3,2,4,741,30,1,1,1
50,2,2,1,4,587,30,1,1,2
95,3,1,1,4,923,30,1,1,1
3,2,2,2,4,65,60,1,1,2
33,3,2,1,4,362,30,1,2,1
7,3,2,1,4,130,30,1,1,1
33,2,1,1,4,363,70,1,1,2
45,3,1,1,4,517,30,1,1,2
33,3,2,1,4,364,30,4,2,1
46,2,2,1,5,540,70,4,1,2
54,3,3,1,5,635,60,1,1,2
43,3,2,1,5,480,30,1,1,1
20,2,2,1,5,300,30,1,1,1
45,3,1,1,5,518,30,1,1,1
1,3,2,1,5,24,30,1,1,1
4,3,2,1,5,72,30,1,1,1
5,2,1,1,5,91,30,1,2,1
43,2,2,2,5,475,30,1,1,2
13,3,2,2,5,204,70,1,2,2
97,3,2,1,5,926,30,4,1,1
1,3,2,1,6,26,50,1,1,2
7,2,2,1,6,128,20,1,1,1
13,2,1,1,6,204,40,1,1,1
14,3,2,1,6,211,60,1,1,2
1,3,2,1,6,11,30,1,1,1
21,3,1,1,6,251,30,5,1,1
45,3,2,1,6,40,30,1,1,1
1,3,1,1,6,27,30,1,1,1
42,3,2,2,6,450,30,1,1,1
63,3,3,2,6,751,30,4,2,2
1,3,2,1,6,17,50,4,1,1
98,3,1,1,7,917,60,4,2,2
46,3,1,1,7,536,30,1,1,1
4,2,1,1,7,76,30,1,1,1
98,3,3,3,7,917,30,1,1,2
60,2,1,2,7,722,60,1,1,2
14,3,2,2,7,215,30,1,1,1
46,2,2,1,7,530,30,1,1,1
53,2,1,2,7,622,40,1,2,2
50,3,1,1,7,582,70,1,1,2
44,3,1,1,7,502,70,1,2,2
1,2,3,4,7,19,30,4,1,2
97,3,2,2,7,938,70,6,2,2
44,3,2,1,1,498,30,4,1,1
13,3,2,1,1,200,30,1,1,1
10,3,1,1,1,147,50,1,1,1
5,2,2,4,1,90,30,1,2,1
41,3,3,2,1,433,30,1,1,1
1,3,2,1,1,21,30,1,1,1
30,3,2,1,1,325,40,1,1,2
50,3,2,2,1,596,60,1,1,2
32,3,2,1,1,351,30,1,1,1
54,3,2,3,1,635,60,1,1,2
14,3,2,1,1,210,30,4,1,1
41,3,2,1,2,434,70,1,1,2
46,3,3,2,2,542,70,1,2,1
45,3,3,5,2,511,70,1,1,2
52,3,3,1,2,608,30,1,9,1
37,3,2,3,2,410,30,1,1,2
54,3,2,3,2,633,30,1,1,1
13,2,1,1,2,204,40,1,1,1
46,3,3,1,2,533,30,1,1,2
46,2,2,1,2,544,30,1,1,1
43,3,2,2,2,473,30,1,1,1
47,3,2,2,2,555,30,1,1,1
1,3,2,1,2,4,30,1,1,1
43,3,2,2,2,484,30,1,1,1
41,2,2,1,2,437,60,4,2,1
10,3,2,1,3,139,60,1,1,2
1,3,1,1,3,18,30,1,1,1
13,3,2,2,3,204,40,1,1,2
63,3,2,1,3,753,30,1,1,1
46,3,2,1,3,538,30,1,1,2
21,2,2,2,3,253,60,1,1,2
32,3,2,1,3,356,50,1,1,2
31,3,2,1,3,340,30,1,1,1
95,3,2,1,3,923,30,1,1,1
31,2,1,1,3,343,40,1,1,2
1,3,2,1,3,29,30,7,9,1
62,3,1,1,4,743,30,1,1,2
33,3,3,1,4,364,30,1,1,1
4,3,2,1,4,73,40,1,1,2
41,3,2,1,4,434,30,1,1,1
13,3,2,1,4,206,30,1,1,1
47,3,2,1,4,556,30,1,1,1
4,3,2,1,4,71,30,1,1,1
47,2,1,2,4,560,30,1,1,1
1,3,2,1,4,31,30,1,1,1
1,3,2,1,4,12,30,1,1,1
1,3,2,1,4,15,30,1,1,2
1,3,1,2,4,1,30,1,1,1
20,2,1,1,4,300,30,1,1,1
21,2,1,1,4,253,30,4,2,1
53,3,2,1,5,621,50,1,1,2
41,3,2,2,5,434,60,1,9,2
10,3,4,1,5,148,70,1,2,1
43,3,2,1,5,477,70,1,1,2
35,3,2,1,5,395,30,1,1,2
62,3,2,1,5,744,60,1,1,2
6,3,3,1,5,101,30,1,1,1
97,3,2,2,5,938,60,1,2,2
43,3,2,3,5,480,60,1,1,2
47,3,2,1,5,560,50,1,1,1
32,3,2,1,5,353,60,1,1,1
1,3,2,2,5,31,30,1,1,1
33,3,1,1,5,362,30,4,1,1
1,3,2,2,6,5,30,4,1,1
43,3,1,1,6,471,70,1,1,2
45,3,2,1,6,38,30,1,1,2
22,2,1,1,6,276,30,1,1,1
35,3,2,1,6,390,30,1,1,1
14,3,2,1,6,213,60,1,1,2
22,2,2,1,6,286,60,1,1,2
43,3,2,1,6,476,30,1,1,2
33,3,3,1,6,364,30,1,1,1
43,3,3,1,6,471,30,1,1,1
61,3,3,1,6,733,70,1,1,2
30,3,2,1,6,329,60,1,1,2
32,2,1,1,6,351,30,1,1,2
44,3,2,1,6,500,30,1,1,1
12,3,2,3,6,185,30,1,1,2
21,3,2,2,6,257,30,4,1,1
92,2,3,1,7,930,30,4,1,2
50,3,2,1,7,582,40,1,1,2
1,3,2,1,7,6,30,1,1,1
91,3,2,1,7,927,60,1,1,2
4,3,2,1,7,84,30,1,1,2
41,3,2,2,7,431,60,1,1,1
60,2,3,1,7,722,60,1,1,2
1,3,1,2,7,1,30,1,1,1
1,3,2,1,7,28,30,1,1,1
16,3,2,1,7,231,60,1,1,2
44,3,2,1,7,502,20,1,1,1
94,3,3,1,7,925,20,1,1,1
62,3,2,1,7,741,30,4,1,1
97,2,2,2,1,932,30,4,1,1
7,3,2,1,1,129,60,1,1,2
91,3,2,1,1,933,60,1,1,2
37,3,2,3,1,411,60,1,1,2
5,2,1,1,1,95,30,1,1,1
31,3,2,1,1,346,30,1,9,1
16,3,1,1,1,228,20,1,1,1
44,3,2,1,1,491,30,1,1,1
54,3,2,1,1,633,30,1,1,1
91,3,1,1,1,927,60,1,1,2
1,3,2,1,1,27,30,4,1,1
20,3,2,2,2,306,30,6,9,2
45,1,1,2,2,513,50,1,1,2
63,2,2,1,2,751,40,1,1,2
1,3,2,1,2,32,30,1,1,1
46,2,2,1,2,541,30,1,1,1
20,3,2,4,2,300,30,1,9,1
62,3,1,1,2,743,40,1,1,2
47,3,1,1,2,560,30,1,1,1
32,3,2,1,2,352,30,1,1,1
45,2,1,1,2,515,30,7,1,2
43,3,2,1,3,485,30,1,1,2
23,3,2,1,3,290,50,1,1,2
46,3,1,1,3,530,20,1,2,1
43,3,1,1,3,481,60,1,2,2
54,3,1,1,3,633,30,1,8,1
20,3,2,1,3,300,30,1,1,1
43,3,3,3,3,471,60,1,2,2
22,3,2,2,3,270,40,1,1,2
1,3,2,1,3,12,30,1,1,1
61,3,2,1,3,732,30,1,1,2
22,3,2,1,3,270,50,1,1,2
41,3,2,1,3,432,60,4,2,2
1,2,2,1,4,11,30,1,1,1
46,3,2,1,4,542,70,1,1,2
97,3,3,1,4,938,30,1,1,2
32,3,1,1,4,353,30,1,9,2
53,3,1,1,4,621,30,1,1,2
97,3,3,1,4,926,30,1,1,1
1,3,2,1,4,30,30,1,1,1
45,3,3,2,4,516,30,1,1,2
55,3,1,1,4,643,30,4,1,1
97,2,2,1,5,913,60,1,1,2
4,3,3,1,5,76,70,1,1,2
14,1,1,1,5,215,30,1,1,1
63,3,3,1,5,750,30,1,1,2
55,3,3,10,5,647,30,1,1,2
1,3,1,1,5,7,30,1,1,1
45,2,2,1,5,510,30,1,1,1
55,3,2,1,5,647,40,5,1,1
60,3,2,1,5,721,30,1,1,2
55,3,2,1,5,647,30,1,1,1
43,3,2,1,5,482,50,1,1,1
16,3,1,1,5,231,60,6,1,2
50,3,2,1,6,596,50,1,1,2
42,3,2,1,6,454,60,1,1,2
1,3,1,1,6,7,30,1,1,1
1,3,2,1,6,15,30,1,1,1
52,3,2,1,6,601,20,1,1,1
41,2,2,1,6,432,30,1,1,2
7,2,1,2,6,128,40,1,1,2
21,3,1,1,6,257,30,1,1,1
1,3,1,1,6,9,30,1,1,1
30,3,1,1,6,323,30,1,1,1
46,3,1,1,6,530,70,1,1,2
37,3,2,2,6,414,30,1,1,2
45,2,2,2,6,512,40,5,1,2
1,3,4,1,6,5,20,4,1,1
13,3,1,1,7,200,30,7,1,2
4,3,2,1,7,84,40,1,1,1
4,3,1,1,7,70,60,1,1,2
1,3,2,1,7,15,30,1,1,1
1,3,2,2,7,9,30,1,1,1
43,2,6,1,7,484,70,1,1,2
32,3,1,1,7,352,70,1,1,2
32,3,1,1,7,354,60,1,1,2
14,3,3,1,7,215,30,1,1,1
1,3,1,1,7,7,20,4,1,1
43,2,1,2,1,472,30,1,1,1
1,3,2,1,1,8,30,1,1,1
20,3,2,1,1,300,30,1,9,1
47,2,2,1,1,562,60,1,1,2
4,2,2,2,1,84,40,1,1,2
1,3,2,1,1,9,30,1,1,1
12,2,2,1,1,180,60,1,1,2
13,2,1,1,1,206,30,1,1,1
96,3,2,1,1,915,60,1,1,2
97,3,1,2,1,938,30,1,1,1
1,3,2,1,1,22,30,7,1,1
46,3,2,1,2,533,30,7,1,1
1,3,2,1,2,5,30,1,1,1
6,3,2,1,2,107,30,1,1,1
44,3,2,2,2,495,30,1,1,2
44,3,2,1,2,501,40,1,1,1
33,2,1,1,2,362,60,1,1,2
13,3,2,1,2,204,30,1,1,1
1,3,1,1,2,22,30,1,1,1
43,2,2,1,2,483,60,1,1,2
21,3,1,1,2,257,30,1,1,1
16,3,1,1,2,228,30,1,1,1
5,3,2,1,2,93,30,1,1,1
43,3,2,1,2,474,30,1,1,2
50,3,2,1,2,583,30,1,1,1
31,3,1,1,2,346,30,1,1,1
46,3,2,1,2,543,40,1,1,2
7,3,2,1,2,129,70,6,1,2
20,3,4,2,3,305,40,1,1,1
42,3,1,1,3,460,30,1,1,1
63,3,2,2,3,751,30,1,1,1
34,2,2,1,3,380,30,1,1,1
7,2,1,1,3,124,30,1,1,1
47,3,1,1,3,560,30,1,2,1
1,3,1,1,3,18,30,1,2,1
5,2,2,2,3,90,30,1,1,2
52,3,7,2,3,601,30,1,1,1
33,3,1,1,3,365,40,1,1,2
6,2,3,1,3,109,20,1,1,1
55,3,2,3,3,640,30,1,1,1
20,3,2,1,4,302,30,1,1,1
91,3,2,1,4,927,60,1,1,2
13,3,1,1,4,204,30,1,1,1
1,3,2,1,4,7,30,1,1,1
22,3,1,1,4,274,30,1,1,1
10,3,2,1,4,148,50,1,1,1
5,3,2,1,4,92,30,1,1,1
1,3,1,1,4,30,70,1,2,1
50,3,1,1,4,584,30,1,1,2
3,3,2,1,4,62,30,1,1,1
1,3,2,2,5,31,30,4,1,1
4,3,2,1,5,83,60,1,1,2
43,3,2,1,5,481,50,1,9,2
37,2,2,1,5,416,30,1,1,1
43,3,2,1,5,476,70,1,1,2
43,3,2,1,5,479,30,1,1,1
52,3,2,2,5,601,30,1,1,1
5,3,2,1,5,90,30,1,1,1
22,3,2,2,5,278,40,1,1,2
54,1,2,1,5,635,50,1,1,2
31,3,1,1,5,347,30,1,2,2
95,3,2,1,5,921,30,1,1,1
60,1,1,1,5,725,70,6,2,2
22,3,2,1,6,285,40,1,1,2
46,3,3,1,6,530,30,1,1,2
42,3,1,1,6,455,30,1,1,1
22,3,1,1,6,277,70,1,1,2
21,3,2,1,6,254,30,1,1,1
42,3,2,1,6,454,30,1,1,1
12,3,1,1,6,185,60,1,1,2
97,3,4,1,6,926,30,1,1,1
97,3,2,3,6,920,60,1,1,2
1,3,1,1,6,14,30,1,1,1
42,2,1,1,6,451,30,1,1,1
32,3,1,1,6,353,60,1,2,2
97,3,2,2,6,926,30,1,1,1
10,3,1,1,6,139,60,1,1,2
52,3,2,1,6,612,40,1,1,1
44,3,1,1,6,495,30,7,2,1
50,3,2,1,7,581,30,4,1,1
4,3,2,1,7,74,50,1,1,2
42,3,2,1,7,461,60,1,1,2
41,3,2,2,7,436,70,1,2,2
5,3,2,1,7,90,30,1,1,1
46,3,2,2,7,541,30,1,1,1
60,1,4,1,7,721,30,1,1,2
53,3,1,1,7,623,30,1,1,1
23,3,2,1,7,290,30,1,1,1
47,3,2,1,7,559,60,6,1,2
53,2,1,1,1,623,30,4,1,1
45,3,1,1,1,517,40,1,9,2
62,3,1,1,1,745,30,1,1,1
31,3,2,1,1,343,50,1,2,2
22,3,1,1,1,286,60,1,2,2
1,3,2,1,1,10,30,1,1,1
22,3,2,4,1,286,60,1,2,2
33,3,2,1,1,366,30,1,2,2
1,3,2,1,1,3,30,4,1,1
54,2,1,1,2,635,50,1,2,2
45,3,3,1,2,513,50,1,4,2
47,3,2,1,2,565,20,1,2,1
92,3,1,1,2,911,60,1,1,2
22,3,2,1,2,278,40,1,1,1
42,3,2,1,2,463,30,1,1,2
35,3,2,1,2,394,30,1,2,1
50,2,1,1,2,588,60,1,1,2
12,3,2,1,2,189,30,1,1,1
63,3,3,5,2,752,30,1,1,1
